id,mrn_id,product_name,category,product_type,country,color,height,width,length,weight,uom,cft,purchase_amount_per_uom,purchase_amount_per_uom_in_vendor_currency,amount_in_vendor_currency,amount,total_expense,total_amount,barcode,status,po_number,po_product_id,total_quantity,created_by,created_date,last_modified_by,last_modified_date,branch_id,org_id,maker_id,checker_id,entity_name,handler_name,checkers_approved_count,revision,active,entity_id,product_code,country_code,color_code,container_no,customs_duty,clearing_charges,ocean_fright,transportation_charges,container_damage_charges,other_charges,block_number,hsn_code,total_purchase_account_amount,sgst_amount,cgst_amount,igst_amount,total_raw_material_amount_without_tax,po_number_from_mrn,vendor_name,broker_name,vendor_currency,port_of_shipment,country_of_shipment,port_of_discharge,mrn_created_date,currency,volume,density,area,weight_x_vendor_price,price_per_cft,purchase_month,purchase_quarter,predicted_landed_cost,actual_landed_cost,residual,absolute_residual,residual_pct,is_cost_anomaly
476,189,rgth2,,,turkey,exotic,170.0,180.0,300.0,23.53,SQF,9.18,17032.59,200.0,4706.0,400776.8,,685647.25,RRM 281B/RGTH/EXT,INITIATED,,349,0.0,,2026-01-07 09:57:02.032523,,2026-01-13 15:01:03.766943,,,,,,,0,1,False,,RGTH,,EXT,UETU2447495,229626.6,37813.85,,17430.0,,,RRM 281B,6802,,,,,400776.8,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,9180000.0,2.5631808278867104e-06,54000.0,4706.0,21.78649237472767,1,1,672761.9934425952,685647.25,12885.256557404762,12885.256557404762,0.019152771237075275,0
554,192,berber 1opc,,,turkey,beige,183.0,170.0,313.0,26.0,SQF,9.74,15172.79,170.0,4420.0,394492.54,,748518.32,RRM 367/BERBER/BGE,INITIATED,,427,0.0,,2026-01-07 12:52:52.933618,,2026-01-13 12:13:01.964628,,,,,,,0,1,False,,BERBER,,BGE,HLBU3626800,223638.8,12791.75,77487.88,14397.6,,25709.75,RRM 367,6802,,,,,394492.54,42.0,berberoglu mermer maden dis ticaret a s,prasanna,usd,mersin,turkey,tuticorin,2026-01-07 12:52:52.906788,USD,9737430.0,2.6701090534155317e-06,53210.0,4420.0,17.453798767967147,1,1,761353.3704957225,748518.32,-12835.050495722564,12835.050495722564,0.016858204078568105,0
499,189,rgth2,,,turkey,exotic,145.0,175.0,210.0,15.2,SQF,5.33,17032.59,200.0,3040.0,258895.34,,442905.95,RRM 296/RGTH/EXT,INITIATED,,372,0.0,,2026-01-07 09:57:02.074545,,2026-01-13 15:01:03.765959,,,,,,,0,1,False,,RGTH,,EXT,CSLU1231898,148335.07,24419.54,,11256.0,,,RRM 296,6802,,,,,258895.34,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,5328750.0,2.8524513253577293e-06,36750.0,3040.0,37.5234521575985,1,1,430075.4840439078,442905.95,12830.46595609223,12830.46595609223,0.029833055898583438,0
108,7,white,,,turkey,white,165.0,175.0,310.0,25.2,ton,8.95,17157.24,200.0,5040.0,432362.5,,732880.08,RRM 200/WHI/TR/WHT,INITIATED,,63,0.0,,2025-07-15 09:38:45.268738,,2025-07-16 11:47:14.409556,,,,,,,0,1,False,,WHI,TR,WHT,CLSU2117537,247950.38,34927.2,,17640.0,,,RRM 200,6802,,,,,432362.5,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,8951250.0,2.8152492668621702e-06,54250.0,5040.0,22.346368715083802,7,3,745670.3220054723,732880.08,-12790.242005472304,12790.242005472304,0.017152676763469796,0
545,191,moon cream,,,turkey,beige,160.0,140.0,235.0,14.53,SQF,5.26,12847.5,150.0,2179.5,186674.19,,357174.61,RRM 87/MOON/BGE,INITIATED,,418,0.0,,2026-01-07 11:56:50.040074,,2026-01-13 15:19:53.258715,,,,,,,0,1,False,,MOON,,BGE,FCIU2897211,149927.74,10422.68,,10150.0,,,RRM 87,6802,,,,,186674.19,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,5264000.0,2.760258358662614e-06,32900.0,2179.5,28.517110266159698,1,1,344408.0343692504,357174.61,12766.575630749576,12766.575630749576,0.03706817018403856,0
352,181,hms 36,,,unknown,exotic,155.0,150.0,290.0,17.52,SQF,6.74,14353.2,162.0,2838.24,251468.06,,518980.29,RRM 357/HMS36/EXT,INITIATED,,222,0.0,,2026-01-06 10:26:47.060031,,2026-01-11 16:09:48.417764,,,,,,,0,1,False,,HMS36,,EXT,FYCU708375-5,183188.26,,69833.01,,,14490.96,RRM 357,6802,,,,,251468.06,29.0,happy moon stone,raiyan,usd,unknown,unknown,unknown,2026-01-06 10:26:47.010185,USD,6742500.0,2.5984427141268073e-06,43500.0,2838.24,24.03560830860534,1,1,506331.8760316128,518980.29,12648.413968387176,12648.413968387176,0.024980481314981387,0
204,22,luci polari,,,turkey,exotic,197.0,168.0,300.0,25.6,ton,9.93,14093.22,160.0,4096.0,360786.52,,890266.9,RRM 333/LUC-POL/TR/EXT,INITIATED,,159,0.0,,2025-07-18 10:41:37.434613,,2026-01-11 14:36:15.196217,,,,,,,0,1,False,,LUC-POL,TR,EXT,MSNU1967016,259908.55,12016.75,198812.62,14198.8,,44543.66,RRM 333,6802,,,,,360786.52,19.0,beyza stone,unknown,usd,izmir,turkey,tuticorin,2025-07-18 10:41:37.421919,USD,9928800.0,2.5783579083071472e-06,50400.0,4096.0,16.112789526686807,7,3,877742.3934507295,890266.9,12524.506549270474,12524.506549270474,0.014269000384078537,0
118,7,tobacco brown,,,turkey,exotic,120.0,180.0,260.0,15.29,ton,5.62,17157.24,200.0,3058.0,262334.23,,444692.94,RRM 216/TOB-BRO/TR/EXT,INITIATED,,73,0.0,,2025-07-15 09:38:45.295123,,2025-07-16 11:47:14.413245,,,,,,,0,1,False,,TOB-BRO,TR,EXT,CLSU2829450,150442.91,21205.8,,10710.0,,,RRM 216,6802,,,,,262334.23,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,5616000.0,2.7225783475783472e-06,46800.0,3058.0,35.587188612099645,7,3,457076.22268181137,444692.94,-12383.282681811368,12383.282681811368,0.027092379929882844,0
491,189,rgth2,,,turkey,exotic,75.0,160.0,250.0,8.24,SQF,3.0,17032.59,200.0,1648.0,140348.53,,240063.83,RRM 294/RGTH/EXT,INITIATED,,364,0.0,,2026-01-07 09:57:02.060347,,2026-01-13 15:01:03.768447,,,,,,,0,1,False,,RGTH,,EXT,WEDU1490991,80413.23,13212.07,,6090.0,,,RRM 294,6802,,,,,140348.53,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,3000000.0,2.746666666666667e-06,40000.0,1648.0,66.66666666666667,1,1,252415.32939410387,240063.83,-12351.499394103885,12351.499394103885,0.048933238023825036,0
212,25,red,,,turkey,red,190.0,180.0,300.0,26.5,ton,10.26,12930.0,150.0,3975.0,342645.0,,908275.95,RRM 335/RED/TR/RED,INITIATED,,167,0.0,,2025-07-18 11:14:13.188215,,2026-01-11 12:41:26.994398,,,,,,,0,1,False,,RED,TR,RED,MEDU6636409,263197.55,12170.22,232215.76,14030.8,,44016.62,RRM 335,6802,,,,,342645.0,22.0,happy moon stone,unknown,usd,aliaga,turkey,tuticorin,2025-07-18 11:14:13.166248,USD,10260000.0,2.5828460038986357e-06,54000.0,3975.0,14.619883040935672,7,3,896055.6427375837,908275.95,12220.30726241623,12220.30726241623,0.013637888853733869,0
58,4,rossalya brown,,,turkey,beige,140.0,200.0,300.0,21.04,ton,8.4,16951.26,200.0,4208.0,356654.52,,611793.71,RRM 364/ROSS-BRO/TR/BGE,INITIATED,,13,0.0,,2025-07-13 11:47:02.710746,,2025-07-14 13:13:22.864509,,,,,,,0,1,False,,ROSS-BRO,TR,BGE,UNIU2049599,205169.54,34639.65,,15330.0,,,RRM 364,6802,,,,,356654.52,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,8400000.0,2.5047619047619045e-06,60000.0,4208.0,23.80952380952381,7,3,623990.3014828202,611793.71,-12196.591482820222,12196.591482820222,0.01954612347954261,0
573,195,hms 3opc,,,turkey,exotic,185.0,175.0,300.0,25.84,SQF,9.71,15457.09,170.0,4392.8,399411.1,,1178116.27,RRM 388/HMS3OPC/EXT,INITIATED,,435,0.0,,2026-01-07 14:05:33.262919,,2026-01-13 12:02:25.924608,,,,,,,0,1,False,,HMS3OPC,,EXT,CAAU2052445,225110.45,48306.66,78801.78,14358.4,,412127.88,RRM 388,6802,,,,,399411.1,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,9712500.0,2.6604890604890606e-06,52500.0,4392.8,17.507723995880536,1,1,1165944.2754606209,1178116.27,12171.994539379142,12171.994539379142,0.010439602299664315,0
390,184,red chicken,,,spain,exotic,180.0,150.0,200.0,11.08,SQF,5.4,13585.43,150.0,1662.0,150526.57,,287311.5,RRM 246/RED CHICK/EXT,INITIATED,,256,0.0,,2026-01-06 12:04:14.442798,,2026-01-13 15:39:00.942725,,,,,,,0,1,False,,RED CHICK,,EXT,MSCU697608-5,121248.9,8044.28,,7491.75,,,RRM 246,6802,,,,,150526.57,32.0,marcosan sa,hasnain,eur,valencia,spain,tuticorin,2026-01-06 12:04:14.410821,EUR,5400000.0,2.051851851851852e-06,30000.0,1662.0,27.777777777777775,1,1,299425.83063230704,287311.5,-12114.330632307043,12114.330632307043,0.0404585356137272,0
580,195,hms 3opc,,,turkey,exotic,137.0,90.0,145.0,4.9,SQF,1.79,15457.09,170.0,833.0,75739.72,,223791.44,RRM 381/HMS3OPC/EXT,INITIATED,,442,0.0,,2026-01-07 14:05:33.272671,,2026-01-13 12:02:25.927925,,,,,,,0,1,False,,HMS3OPC,,EXT,CZZU1671788,42687.35,9194.09,14998.16,2732.8,,78439.32,RRM 381,6802,,,,,75739.72,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,1787850.0,2.7407220963727385e-06,13050.0,833.0000000000001,94.97206703910615,1,1,235737.3149795605,223791.44,-11945.874979560496,11945.874979560496,0.05067451871417242,0
54,4,harsin beige,,,turkey,beige,190.0,160.0,260.0,21.4,ton,7.9,17375.04,205.0,4387.0,371825.9,,637831.7,RRM 271/HAR-BEI/TR/BGE,INITIATED,,9,0.0,,2025-07-13 11:47:02.699969,,2025-07-14 13:13:22.871574,,,,,,,0,1,False,,HAR-BEI,TR,BGE,SUDU3923715,213897.04,36122.51,,15986.25,,,RRM 271,6802,,,,,371825.9,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,7904000.0,2.70748987854251e-06,41600.0,4387.0,25.949367088607595,7,3,649767.6310230596,637831.7,-11935.931023059646,11935.931023059646,0.018369537744234065,0
99,7,iranian white,,,turkey,white,170.0,175.0,305.0,25.76,ton,9.07,17157.24,200.0,5152.0,441970.55,,749124.57,RRM 198/IRA-WHI/TR/WHT,INITIATED,,54,0.0,,2025-07-15 09:38:45.245006,,2025-07-16 11:47:14.406679,,,,,,,0,1,False,,IRA-WHI,TR,WHT,CLSU2117408,253460.38,35675.64,,18018.0,,,RRM 198,6802,,,,,441970.55,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,9073750.0,2.8389585342333656e-06,53375.0,5152.0,22.05071664829107,7,3,760997.9123164958,749124.57,-11873.342316495837,11873.342316495837,0.015602332311731446,0
161,13,micheal anglo,,,portugal,beige,85.0,170.0,310.0,25.7,ton,4.48,14514.92,160.0,4112.0,373033.43,,816727.71,RRM 247/MIC-ANG/PT/BGE,INITIATED,,116,0.0,,2025-07-17 11:18:52.708865,,2025-07-17 13:22:03.869256,,,,,,,0,1,False,,MIC-ANG,PT,BGE,FCIU6049522,267590.7,18768.98,99113.27,17298.75,,40922.58,RRM 247,6802,,,,,373033.43,10.0,granoguli lda,unknown,eur,sines,portugal,tuticorin,2025-07-17 11:18:52.707876,EUR,4479500.0,5.73724746065409e-06,52700.0,4112.0,35.71428571428571,7,3,828593.0390475685,816727.71,-11865.329047568492,11865.329047568492,0.014319851227820077,0
557,193,hms 38,,,turkey,exotic,170.0,180.0,282.0,23.08,SQF,8.63,15079.0,170.0,3923.6,348023.32,,839481.14,RRM 376/HMS38/EXT,INITIATED,,272,0.0,,2026-01-07 12:58:41.345604,,2026-01-11 11:04:41.055475,,,,,,,0,1,False,,HMS38,,EXT,UACU3966680,201706.75,,75546.73,,,214204.34,RRM 376,6802,,,,,348023.32,34.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 12:58:41.328838,USD,8629200.0,2.6746395957910347e-06,50760.0,3923.6,19.698725376593277,1,1,827662.8236686,839481.14,11818.31633140007,11818.31633140007,0.014279143623988818,0
489,189,rgth2,,,turkey,exotic,180.0,185.0,265.0,16.32,SQF,8.82,17032.59,200.0,3264.0,277971.84,,475574.77,RRM 293/RGTH/EXT,INITIATED,,362,0.0,,2026-01-07 09:57:02.057137,,2026-01-13 15:01:03.768251,,,,,,,0,1,False,,RGTH,,EXT,CBHU5951621,159265.03,26241.9,,12096.0,,,RRM 293,6802,,,,,277971.84,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,8824500.0,1.8493965663776984e-06,49025.0,3264.0,22.675736961451246,1,1,487249.53567595955,475574.77,-11674.765675959527,11674.765675959527,0.023960547565762512,0
64,5,sugar beige,,,turkey,beige,195.0,160.0,300.0,25.22,ton,9.36,13312.5,150.0,3783.0,335741.25,,851543.46,RRM 18/SUG-BEI/TR/BGE,INITIATED,,19,0.0,,2025-07-14 15:17:16.991771,,2025-07-16 09:03:13.125672,,,,,,,0,1,False,,SUG-BEI,TR,BGE,MSNU1493869,273459.79,19717.04,158266.37,14301.0,32323.0,17735.01,RRM 18,6802,,,,,335741.25,2.0,happy moon stone,unknown,usd,gemlik,turkey,tuticorin,2025-07-14 15:17:16.970845,USD,9360000.0,2.6944444444444444e-06,48000.0,3783.0,16.025641025641026,7,3,839947.2539080746,851543.46,11596.206091925385,11596.206091925385,0.013805874164087089,0
414,186,turkish diana,,,unknown,beige,150.0,180.0,270.0,18.76,SQF,7.29,13020.08,150.0,2814.0,244256.64,,473326.36,RRM 150/TURKISH/BGE,INITIATED,,288,0.0,,2026-01-06 16:56:38.122323,,2026-01-13 15:53:23.873290,,,,,,,0,1,False,,TURKISH,,BGE,MSDU123734-2,202507.3,13458.42,,13104.0,,,RRM 150,6802,,,,,244256.64,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,7290000.0,2.573388203017833e-06,48600.0,2814.0000000000005,20.5761316872428,1,1,484920.1192973484,473326.36,-11593.759297348442,11593.759297348442,0.02390859615012026,0
182,16,peach onyx,,,turkey,onyx,180.0,180.0,220.0,19.42,ton,7.13,17750.65,200.0,3884.0,344717.54,,568958.98,RRM 184/PEA-ONY/TR/ONY,INITIATED,,130,0.0,,2025-07-17 14:49:59.981133,,2025-07-18 08:54:25.380529,,,,,,,0,1,False,,PEA-ONY,TR,ONY,CSLU1165918,195764.13,16171.31,,12306.0,,,RRM 184,6802,,,,,344717.54,12.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-17 14:49:59.964074,USD,7128000.0,2.7244668911335582e-06,39600.0,3884.0000000000005,28.050490883590463,7,3,580445.8338638217,568958.98,-11486.853863821714,11486.853863821714,0.019789708520014365,0
581,195,hms 3opc,,,turkey,exotic,200.0,150.0,275.0,23.53,SQF,8.25,15457.09,170.0,4000.1,363705.23,,1073058.75,RRM 397/HMS3OPC/EXT,INITIATED,,443,0.0,,2026-01-07 14:05:33.273924,,2026-01-13 12:02:25.928391,,,,,,,0,1,False,,HMS3OPC,,EXT,HAMU1034458,204986.42,44011.06,71794.45,13081.6,,375479.99,RRM 397,6802,,,,,363705.23,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,8250000.0,2.852121212121212e-06,41250.0,4000.1000000000004,20.606060606060606,1,1,1061659.619091187,1073058.75,11399.130908813095,11399.130908813095,0.010737086259879696,0
133,8,silver grey,,,turkey,grey,198.0,158.0,303.0,26.4,ton,9.48,12847.5,150.0,3960.0,339174.0,,813770.88,RRM 27/SIL-GRE/TR/GRY,INITIATED,,88,0.0,,2025-07-16 09:38:09.677634,,2025-07-16 12:24:45.910712,,,,,,,0,1,False,,SIL-GRE,TR,GRY,MSDU2729666,272392.86,19450.79,145405.49,18865.0,,18482.74,RRM 27,6802,,,,,339174.0,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,9479052.0,2.785088635445823e-06,47874.0,3960.0,15.822784810126581,7,3,825153.6952760821,813770.88,-11382.81527608214,11382.81527608214,0.013794781919111017,0
114,7,sofa beige,,,turkey,beige,130.0,180.0,230.0,14.1,ton,5.38,17157.24,200.0,2820.0,241917.11,,410063.85,RRM 211/SOF BEI/TR/BGE,INITIATED,,69,0.0,,2025-07-15 09:38:45.284146,,2025-07-16 11:47:14.412048,,,,,,,0,1,False,,SOF BEI,TR,BGE,HLXU2110816,138734.14,19542.6,,9870.0,,,RRM 211,6802,,,,,241917.11,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,5382000.0,2.61984392419175e-06,41400.0,2820.0,37.17472118959108,7,3,421383.18259372143,410063.85,-11319.332593721454,11319.332593721454,0.026862326408111644,0
365,182,hms 35,,,turkey,exotic,195.0,172.0,285.0,25.05,SQF,9.56,14061.6,162.0,4058.1,352243.08,,699971.14,RRM 347/HMS35/EXT,INITIATED,,217,0.0,,2026-01-06 10:32:41.260115,,2026-01-11 12:25:05.092914,,,,,,,0,1,False,,HMS35,,EXT,MSNU315972-1,251972.26,,86793.87,,,8961.93,RRM 347,6802,,,,,352243.08,28.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 10:32:41.235884,USD,9558900.0,2.6205944198600257e-06,49020.0,4058.1,16.94560669456067,1,1,711155.5218465286,699971.14,-11184.381846528617,11184.381846528617,0.015727054776271947,0
49,4,shell beige,,,turkey,beige,175.0,190.0,300.0,26.86,ton,9.98,17375.04,205.0,5506.3,466693.63,,800535.67,RRM 266/SHE-BEI/TR/BGE,INITIATED,,4,0.0,,2025-07-13 11:47:02.685455,,2025-07-14 13:13:22.869119,,,,,,,0,1,False,,SHE-BEI,TR,BGE,CLHU3468574,268470.78,45316.26,,20055.0,,,RRM 266,6802,,,,,466693.63,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,9975000.0,2.692731829573935e-06,57000.0,5506.3,20.541082164328657,7,3,811708.0041893361,800535.67,-11172.334189336048,11172.334189336048,0.01376398179108017,0
377,183,rohan grey,,,turkey,grey,176.0,120.0,280.0,15.54,SQF,5.91,13300.5,150.0,2331.0,206689.77,,371378.48,RRM 41/ROH-GRE/GRY,INITIATED,,243,0.0,,2026-01-06 11:33:20.856885,,2026-01-06 11:33:20.856885,,,,,,,0,1,False,,ROH-GRE,,GRY,FCIU4289041,164688.71,,,,,,RRM 41,6802,,,,,206689.77,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,5913600.0,2.6278409090909088e-06,33600.0,2331.0,25.380710659898476,1,1,382515.9625654345,371378.48,-11137.482565434533,11137.482565434533,0.029116386387481322,0
132,8,silver grey,,,turkey,grey,185.0,175.0,280.0,25.5,ton,9.07,12847.5,150.0,3825.0,327611.25,,786169.37,RRM 26/SIL-GRE/TR/GRY,INITIATED,,87,0.0,,2025-07-16 09:38:09.674029,,2025-07-16 12:24:45.910438,,,,,,,0,1,False,,SIL-GRE,TR,GRY,MSDU1357292,263106.74,18801.22,140549.65,18235.0,,17865.51,RRM 26,6802,,,,,327611.25,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,9065000.0,2.8130170987313846e-06,49000.0,3825.0,16.5380374862183,7,3,797298.5665845313,786169.37,-11129.196584531339,11129.196584531339,0.013958631121345929,0
56,4,pieta grey,,,turkey,grey,195.0,110.0,295.0,17.06,ton,6.33,17290.29,204.0,3480.24,294972.28,,505986.05,RRM 273/PIE-GRE/TR/GRY,INITIATED,,11,0.0,,2025-07-13 11:47:02.705321,,2025-07-14 13:13:22.872818,,,,,,,0,1,False,,PIE-GRE,TR,GRY,TCLU6981550,169686.13,28648.89,,12678.75,,,RRM 273,6802,,,,,294972.28,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,6327750.0,2.6960610011457466e-06,32450.0,3480.24,32.22748815165877,7,3,517050.1837405399,505986.05,-11064.133740539895,11064.133740539895,0.02139856843391428,0
525,191,vanila grey,,,turkey,grey,160.0,100.0,248.0,13.01,SQF,3.97,12847.5,150.0,1951.5,167145.99,,319802.17,RRM 65A/VANILA/GRY,INITIATED,,398,0.0,,2026-01-07 11:56:49.999012,,2026-01-13 15:19:53.255270,,,,,,,0,1,False,,VANILA,,GRY,MEDU5525191,134243.63,9328.3,,9084.25,,,RRM 65A,6802,,,,,167145.99,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,3968000.0,3.2787298387096773e-06,24800.0,1951.5,37.78337531486146,1,1,330856.463310933,319802.17,-11054.29331093299,11054.29331093299,0.03341114512411494,0
551,191,white brown spider,,,turkey,beige,175.0,150.0,250.0,17.68,SQF,6.56,12847.5,150.0,2652.0,227143.82,,434570.64,RRM 89/WHITEBROWN/BGE,INITIATED,,424,0.0,,2026-01-07 11:56:50.052443,,2026-01-13 15:19:53.259639,,,,,,,0,1,False,,WHITEBROWN,,BGE,SEKU1343327,182431.01,12663.56,,12332.25,,,RRM 89,6802,,,,,227143.82,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,6562500.0,2.694095238095238e-06,37500.0,2652.0,22.865853658536587,1,1,423553.0232118716,434570.64,11017.61678812839,11017.61678812839,0.026012367246442975,0
549,191,moon cream,,,turkey,exotic,190.0,130.0,205.0,14.2,SQF,5.06,12847.5,150.0,2130.0,182434.51,,349015.51,RRM 86/MOON/EXT,INITIATED,,422,0.0,,2026-01-07 11:56:50.048219,,2026-01-13 15:19:53.259353,,,,,,,0,1,False,,MOON,,EXT,TGHU3903548,146522.64,10162.11,,9896.25,,,RRM 86,6802,,,,,182434.51,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,5063500.0,2.804384319146835e-06,26650.0,2130.0,29.64426877470356,1,1,338030.05295163544,349015.51,10985.457048364566,10985.457048364566,0.0324984626439009,0
142,9,grey & pink,,,turkey,beige,135.0,170.0,300.0,18.58,ton,6.89,12974.57,150.0,2787.0,241067.55,,603361.84,RRM 180/GRE-PINK/TR/BGE,INITIATED,,97,0.0,,2025-07-16 09:43:40.225025,,2025-07-16 15:07:12.846155,,,,,,,0,1,False,,GRE-PINK,TR,BGE,MSNU2492960,199545.09,15412.36,116842.41,13181.0,,17313.43,RRM 180,6802,,,,,241067.55,6.0,mi stone madencilik sanayi ve tic ltd sti,unknown,usd,gemlik,turkey,tuticorin,2025-07-16 09:43:40.206804,USD,6885000.0,2.698620188816267e-06,51000.0,2786.9999999999995,21.77068214804064,7,3,592465.5682286744,603361.84,10896.271771325613,10896.271771325613,0.01839140087735862,0
355,181,hms 36,,,unknown,exotic,190.0,180.0,240.0,22.2,SQF,8.21,14353.2,162.0,3596.4,318641.04,,657540.98,RRM 360/HMS36/EXT,INITIATED,,225,0.0,,2026-01-06 10:26:47.073892,,2026-01-11 16:09:48.418143,,,,,,,0,1,False,,HMS36,,EXT,GLDU229915-0,232122.11,,88428.2,,,18349.63,RRM 360,6802,,,,,318641.04,29.0,happy moon stone,raiyan,usd,unknown,unknown,unknown,2026-01-06 10:26:47.010185,USD,8208000.0,2.7046783625730993e-06,43200.0,3596.4,19.7320341047503,1,1,646693.6614481396,657540.98,10847.3185518604,10847.3185518604,0.016773503744524146,0
95,7,blin beige,,,turkey,beige,180.0,185.0,300.0,24.53,ton,9.99,17157.24,200.0,4906.0,420867.14,,713290.46,RRM 189/BLIN-BEI/TR/BGE,INITIATED,,50,0.0,,2025-07-15 09:38:45.233843,,2025-07-16 11:47:14.405202,,,,,,,0,1,False,,BLIN-BEI,TR,BGE,CLSU2117413,241358.04,33929.28,,17136.0,,,RRM 189,6802,,,,,420867.14,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,9990000.0,2.4554554554554555e-06,55500.0,4906.0,20.02002002002002,7,3,723965.1874185454,713290.46,-10674.7274185454,10674.7274185454,0.014744807628953062,0
492,189,rgth2,,,turkey,exotic,120.0,180.0,290.0,17.49,SQF,6.26,17032.59,200.0,3498.0,297899.96,,509716.25,RRM 280/RGTH/EXT,INITIATED,,365,0.0,,2026-01-07 09:57:02.062180,,2026-01-13 15:01:03.768552,,,,,,,0,1,False,,RGTH,,EXT,WEDU1490991,170682.92,28155.37,,12978.0,,,RRM 280,6802,,,,,297899.96,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,6264000.0,2.7921455938697318e-06,52200.0,3497.9999999999995,31.94888178913738,1,1,499168.925298642,509716.25,10547.324701357982,10547.324701357982,0.021129770237696077,0
187,17,diana,,,italy,diana,180.0,180.0,200.0,24.25,ton,6.48,16371.0,170.0,4122.5,396996.75,,814236.93,RRM 323/DIA-NA/IT/DIA,INITIATED,,142,0.0,,2025-07-17 14:56:01.164211,,2025-07-18 12:10:15.091615,,,,,,,0,1,False,,DIA-NA,IT,DIA,MEDU1709708,286967.54,11985.08,88153.8,13363.0,,16770.76,RRM 323,6802,,,,,396996.75,14.0,zayed marmo srl,unknown,eur,la spezia,italy,tuticorin,2025-07-17 14:56:01.160513,EUR,6480000.0,3.742283950617284e-06,36000.0,4122.5,26.234567901234566,7,3,824748.2989234445,814236.93,-10511.368923444417,10511.368923444417,0.012744941622995833,0
360,181,hms 36,,,unknown,exotic,170.0,165.0,278.0,19.16,SQF,7.8,14353.2,162.0,3103.92,275007.31,,567599.37,RRM 352/HMS36/EXT,INITIATED,,230,0.0,,2026-01-06 10:26:47.085582,,2026-01-11 16:09:48.417121,,,,,,,0,1,False,,HMS36,,EXT,MSMU186890-9,200336.02,,76401.96,,,15854.08,RRM 352,6802,,,,,275007.31,29.0,happy moon stone,raiyan,usd,unknown,unknown,unknown,2026-01-06 10:26:47.010185,USD,7797900.0,2.4570717757344927e-06,45870.0,3103.92,20.76923076923077,1,1,578034.3229204866,567599.37,-10434.952920486568,10434.952920486568,0.018052479769305987,0
